Title,Company,Location,Country,Type,Summary,Email,Website,Source,PostedDate,ScrapeDate
Backend Java Developer (m/f/*) - Candy Crush Franchise,King,Berlin,Germany,,"We're looking for a Java Backend Game Developer that takes pride in creating the very best bite sized entertainment for millions of players worldwide. Your role within our Kingdom As our Java Backend Game Developer you will be a part of a game team with the mission to build and maintain new and existing game features. You are not afraid to embrace our DevOps methodology: you promote your code to our production systems and look after it while in production. You will take a lead on creating and maintaining the back end of our casual games by identifying what needs to be done and implementing the changes.As part of the developer team you will enjoy a creative, challenging, multidisciplinary and collaborative environment where your ideas will be every bit as valued as your programming expertise. Skills to create thrills You have great passion for system development, new technologies, large scale systems and games in particular. You’re an excellent communicator, happy dealing with people from different business units and with varying degrees of technical savvy. Therefore, you’re able to translate business needs to technical requirements and implementation. You're excited about doing what's best for the game and adaptable enough to work on different things day to day based on its needs. Other skills include:  Able to architect, design and implement components, features and systems in Java. Excited about working on a live game product with a massive number of active users Knowledge of databases and general web development Able to support game servers from a Level 3 support perspective, investigating live game issues when escalated Great communication between our dedicated ops team, client developers and other backend developers Bonus points A great saga needs all sorts of heroesMaking games is fun. Especially when you do it with people who share the same idea of what makes a good workplace, great. We craft games for everyone, no matter where they are or who they are, and we employ all kinds of people from all types of backgrounds to bring them to life. We believe we simply can’t expect diversity in our players and new ideas in our games without first nurturing it in our people. A great saga needs all sort of heroes, wouldn’t you agree? That’s why we provide equal opportunities and hire all sorts of talent. King in Berlin Situated in the central borough of Berlin Mitte, ours is a backdrop that’s brimming with history. Culture vultures will find famous sites including Brandenburger Tor and Unter den Linden close by, along with the infamous suburb of Kreuzberg with its vintage markets and vibrant nightlife. A must-see in this melting pot of a city.Officially, we are a leading interactive entertainment company for the mobile world. Unofficially, we’re a serious business that takes pride in having fun. Every single day at King, we mix intuition with logic, art with science and magic with mathematics to craft the games the world loves to play. Together with our parent company, Activision Blizzard, our mission is to bring moments of magic to everyday life. Do you think this is something you can help us achieve? Then we’d love to talk with you. Situated in the central borough of Berlin Mitte, ours is a backdrop that’s brimming with history. Culture vultures will find famous sites including Brandenburger Tor and Unter den Linden close by, along with the infamous suburb of Kreuzberg with its vintage markets and vibrant nightlife. A must-see in this melting pot of a city.Officially, we are a leading interactive entertainment company for the mobile world. Unofficially, we’re a serious business that takes pride in having fun. Every single day at King, we mix intuition with logic, art with science and magic with mathematics to craft the games the world loves to play. Together with our parent company, Activision Blizzard, our mission is to bring moments of magic to everyday life. Do you think this is something you can help us achieve? Then we’d love to talk with you. Want to join our Kingdom?  You can find more information on our culture, values and benefits, including relocation packages at jobs.king.com. And we will be happy to tell you more about the role and about us.  You should submit your application in English.",,https://www.indeed.com/rc/clk?jk=ff4a350c64f574cd&from=vj&pos=top,indeed,vor 30+ Tagen,2019-09-24 12:27:31
GameDuell: Senior Java Developer (m/w/d),media.net berlinbrandenburg,Berlin,Germany,,"GameDuell is one of the leading companies and communities in casual social gaming. In order to keep these high standards, it is not only extremely important to implement new features, but also to continuously optimize the according platform.  Your tasks  Implement new and expand on existing internationally competitive software Architect, develop, and extend game features (e.g. leagues, tournaments, trophies) Create solutions for managing both customer and gaming data Integrate our gaming experience on social networks and mobile applications Participate in architectural decisions, concept creation, code reviews, and pair-programming What we expect  Degree in computer science or similar, ideally with a major in software development At least five years’ experience of intensive coding in one or more high-level languages (design and programming) Good knowledge of current Java technologies, especially general knowledge of Java8+ and Java EE 7/8 (also knowledge of frameworks like Spring, Play! etc. is welcome) Master build tools (such as Gradle), delivery pipelines (CI/CD), and an IDE Experience with popular Java EE containers (e.g. WildFly), test-driven development (TDD), and Docker/Kubernetes is an advantage Knowledge about web technologies like JavaScript is nice to have Ideally, you already have experience in distributed programming and established skills in the relevant technologies Ability to work quickly and independently with new technologies as well as to determine the right abstraction level of a software solution What we offer  Diverse tasks and responsibility for your own work A first-class technological platform that incorporates diverse areas: games, online tournaments and community features Comfortable working atmosphere in our office in the heart of Berlin Intensive team work to develop the best possible solutions in an environment shaped by Scrum Flexible working hours Possibility to start immediately in full time Contact us  If you are up for the challenge, then we look forward to hearing from you. Please send your complete and detailed application, including salary expectations and earliest possible start date, as a PDF by e-mail to Stefan Schwarzat (jobs@gameduell.de), with the subject „Senior Java Developer“. Please note that any applications and documents sent via conventional mail will not be viewed and cannot be returned. GameDuell is proud to be an equal opportunity employer that does not discriminate in its hiring practices. Any terms referring to people are valid for all genders whether male, female, or diverse.",['jobs@gameduell.de'],https://www.indeed.com/rc/clk?jk=e8dce9122ef70040&from=vj&pos=top,indeed,vor 12 Tagen,2019-09-24 12:27:34
(Junior) Software Engineer Java (m/f/diverse) in Machine Learning,RatePAY GmbH,Berlin,Germany,['Permanent'],"At RatePAY we are experts for individual e-payment solutions for online shops of all kinds. We deliver customized multichannel approaches, handle the entire payment process and bear the risk of payment defaults.We are looking for colleagues who take responsibility. They grow with their challenges and never stop improving. Colleagues who work with us as a team, supporting each other. With passion. With open eyes and ears. And a lot of heart.As (Junior) Software Engineer Java (m/f/diverse) in Machine Learning you are an integral part of our joint mission to build and run the smart solutions, which make deferred online payment as simple, secure and frictionless as possible for both shoppers and sellers in the growing European market.Your further tasks areYou are responsible for the development of machine learning pipelines and web services for real time fraud prevention and risk assessmentYou connect internal and external, real time data sources via APIsYou automate our machine learning pipelines as much as it is practical for our businessYou develop tools for improved manual review of fraud casesYou are an active part of our agile software development. Together you are building and running state-of-the-art software solutions that customers loveThat's what we wish forYou successfully completed your studies in computer science, business informatics or a comparable vocational trainingYou have experience in Software Engineering in Java (version 8+) and with Junit/Mockito TestingYou gained experience in object oriented programming, developing REST APIs, using SQL and database operationsOur credo is “we build it, we run it” and you are happy to share itYou will work in a dedicated and creative team where we expect open, candid communication and feedback from each otherWe work on business-critical systems; therefore, we expect you to work in a decisive way to generate high quality business valueYou share an agile mindset with us, since we like working in ScrumYou have very good English language skills, German is a plus and you are open to learnYou can look forward to the following benefitsA team of developers, in which you will make a difference and where sharing knowledge is very importantYou can choose your technical equipment and work with a modern tech stackCompany- and team events and a great time with your colleaguesLots of space for your personal and professional developmentResources to realise your innovative ideas to improve our productsInternal and external trainings and educationFlat hierarchies and short decision pathsCheck out our RatePAY tech stack on StackShareDoes that sound like an exciting challenge for you? Stefan, our People & Organisation Partner, is looking forward to your application.Job Types: Full-time, Permanent",,,indeed,vor 30+ Tagen,2019-09-24 12:27:36
Softwareentwickler für JavaScript/Android/iOS m/w/d),POTTHOFF + PARTNER GmbH,Osnabrück,Germany,['Permanent'],"Wir realisieren mit Professionalität und Leidenschaft moderne, attraktive Software auf Basis erstklassiger Architekturen und aktueller Methoden. Dadurch erreichen wir nachhaltigen Erfolg und einen entscheidenden Vorsprung für unsere Kunden.Du und Deine AufgabenDu analysierst, konzipierst und entwickelst mit modernen Technologien professionelle Lösungen für unsere Kunden. Das erfolgt direkt bei uns im Hause, also keine Reisetätigkeiten.Was du kannstSehr gute Kenntnisse in Java und Spring (-Boot)Gute Kenntnisse in Javascript / TypescriptMit Javascript-Frontendframeworks (Angular, React, etc.) bist du vertrautErfahrung mit HTML und CSSDu und wir, das passt?Wir lieben offene TechnologienWir realisieren attraktive, komplexe ProjekteWir investieren frühzeitig in innovative TechnologienWir investieren in die individuelle Entwicklung unserer MitarbeiterWir entscheiden mit dem Mitarbeiter über das „richtige“ ProjektWir führen mit modernen Methoden, agil nach Scrum und Mgmt 3.0Wir zahlen ein attraktives Gehalt und beteiligen alle am ErfolgWir haben Zeit für Familie und Freunde, da unsere Projekte zeitlich gut geplant werdenWir mögen auch Haustiere bei der ArbeitWir freuen uns auf neue Kollegen, die wie wir tickenArt der Stelle: Vollzeit, Festanstellung",,,indeed,vor 19 Stunden,2019-09-24 12:27:39
Java Entwickler,Das Büro am Draht GmbH,Berlin-Kreuzberg,Germany,,"Wir sind das Bü*ro am Draht. Mit 100 Kolleginnen und Kollegen entwickeln wir seit 1995 moderne und individuelle Web-Applikationen f*ür Kunden wie die Audi AG und weitere Konzernmarken der Volkswagen AG. Von der Konzeption über die Umsetzung und den Betrieb bis zum internationalen Rollout beraten und begleiten wir unsere Kunden über viele Projekte und Jahre hinweg. Dabei entwickeln wir nicht nur mit Leidenschaft, sondern auch mit der neuesten Technologie.Java Backend Entwickler (m/w/d)AUFGABENGEBIETEKonzeption und Analyse von Software- und Systemarchitekturen im Kontext der Datenkonsolidierung und -analyseEntwurf und Implementierung von WebServices in einem agilen ArbeitsumfeldAnforderungsanalyse und Konzeption von technischen LösungenTestautomatisierung mit JUnit und Spring Test-FrameworkANFORDERUNGENAbgeschlossenes IT Studium/Ausbildung oder vergleichbare ErfahrungenPraxiserfahrung bei der Implementierung von Softwarelösungen in Java (ab Version 8)Gute Kenntnisse im Umgang mit Springboot (ab Version 1.5) / Spring (ab Version 4.x), REST, JUnitErfahrung mit Maven und GitCI VerständnisLeidenschaft für Clean CodeAusgeprägtes abstraktes DenkvermögenEIN PLUS SINDKenntnisse in Docker (Kubernetes)Erfahrung mit Elasticsearch StackFreude an Analyse und StatistikUNSER ANGEBOT eigenverantwortliches Arbeitenein freundliches und entspanntes Arbeitsumfeld in einemetablierten Unternehmen mit hohem Anspruch an KollegialitätFort- und Weiterbildung in Form von Konferenzen,internen Tech-Talks und andere interdisziplinäre Austauschformate(Workshops, Offsites)ein attraktives Gehalt und flexible Arbeitszeitenviele weitere Benefits, wie kostenlose Getränke, gemeinsames Frühstückam Montag, frisch gekochtes Essen dreimal in der Woche,betriebliche Altersvorsorge und regelmäßige FirmeneventsArt der Stelle: VollzeitBerufserfahrung:Informatik: 3 Jahre (Bevorzugt)Java: 3 Jahre (Bevorzugt)Software Entwicklung: 3 Jahre (Bevorzugt)",,,indeed,,2019-09-24 12:27:42
(Junior) Softwareentwickler (Java oder C#/.NET) (m/w/d),Explicatis GmbH,Köln,Germany,,"Explicatis ist ein inhabergeführter Spezialist für IT-Beratung und die Entwicklung individueller, anspruchsvoller Softwareprojekte. In unserem dynamischen Team arbeiten motivierte und gut ausgebildete Mitarbeiter mit Herzblut am Gelingen unserer Projekte. Die Zufriedenheit unserer Kunden, eine besondere Arbeitsatmosphäre im Team und die Leidenschaft für professionelle Softwareentwicklung und aktuelle Technologien treiben uns an.Als leidenschaftlicher (Junior) Java- oder C#/.NET-Entwickler (m/w/d) setzt Du Dich bei uns mit neuen Technologien auseinander, bringst Deine Ideen in Projekten eigenverantwortlich ein und gestaltest in einem modernen Arbeitsumfeld aktiv mit.Auch mit Berufserfahrung ist Deine Bewerbung bei uns natürlich herzlich Willkommen, da wir auch vielfältige Einsatzgebiete für Senior-Softwareentwickler (m/w/d) haben.Unsere Aufgaben - Deine Perspektive Du konzipierst und entwickelst innovative Software in den Bereichen Web und Intranet für unsere Top-KundenDu entwickelst objektorientierte Software in agilen und klassischen VorgehensmodellenDu erstellst Anforderungsanalysen und wirkst aktiv bei der fachlich-technischen Konzeption mitDu hast die Möglichkeit eigenverantwortlich abwechslungsreiche Aufgaben in allen Phasen der Systementwicklung zu übernehmenDu arbeitest eng mit Deinen Teammitgliedern zusammenUnsere Erwartung - Deine Fähigkeiten Du hast Dein Studium in Wirtschaftsinformatik, Medieninformatik, Informatik oder in einer vergleichbaren Fachrichtung erfolgreich abgeschlossen oder eine vergleichbare Ausbildung mit mehrjähriger Berufserfahrung absolviertDu verfügst über Kenntnisse in Java oder C#/.NET, idealerweise in der aktuellen VersionDu hast bereits Erfahrung oder hast Interesse am Erlernen von JPA mit Eclipselink, Hibernate, Spring, Spring MVC, Vaadin, Entity Framework oder ASP.NET MVCDu testest Deine eigenen Quelltexte und empfindest Test- und Qualitätsmanagement als wesentliche Querschnittsaktivität in der SoftwareentwicklungDu bist routiniert im Umgang mit relationalen DatenbanksystemenDie Mitarbeit an innovativen Softwareprojekten ist Deine LeidenschaftAusgeprägtes analytisches Denkvermögen und eine zielorientierte sowie strukturierte Arbeitsweise zeichnen Dich ausUnsere Versprechen - Deine VorteileObst-, Müsli- und Club Mate- sowie weitere Getränke-Flatrates sorgen für Dein leibliches Wohlbefinden bei der ArbeitWir veranstalten regelmäßige Teamevents, wie beispielsweise sportliche Aktivitäten, gemeinsames Frühstücken, Firmenfeiern uvm.Du findest flache Hierarchien, offene Türen, direkte Kommunikation und eine besondere Arbeitsatmosphäre vorDich erwarten abwechslungsreiche Aufgabengebiete und die Mitarbeit in anspruchsvollen und spannenden IT-ProjektenRegelmäßige Feedback-Gespräche sind fester Bestandteil unserer UnternehmenskulturZudem steht Dir ein Mentor von Tag eins an begleitend und unterstützend zur SeiteDu arbeitest in einem komfortablen Büro an einem modern ausgestatteten Arbeitsplatz mit guter VerkehrsanbindungWir bilden uns regelmäßig fort, beispielsweise durch den Explicatis Experts Exchange, unsere Vortragsreihe „Wissensdurst“ und stellen Dir vielfältige Weiterbildungsmaßnahmen zur VerfügungWir bieten Dir ein attraktives Vergütungsmodell, flexible Arbeitszeitmodelle und überdurchschnittliche Sozialleistungen (bspw. Maximalzuschuss zur betrieblichen Altersvorsorge, Job-Ticket, Fitnessclub-Mitgliedschaft, 30 Tage Urlaub)Unsere Zukunft - Deine Zukunft?Setze Dein theoretisches Wissen in die Praxis um und stelle Deine Fähigkeiten und Qualifikationen bei uns unter Beweis. Du bist auf der Suche nach dem idealen Unternehmen, um Dich frei zu entfalten und weiterzuentwickeln? Du willst branchenübergreifend für bekannte Top-Kunden arbeiten? Du möchtest vielfältige und spannende Projekte aktiv mitgestalten und Verantwortung übernehmen?Dann bist Du bei uns genau richtig! Gerne kannst Du Dich auch direkt im Anschluss an Dein erfolgreich absolviertes Studium bewerben. Wir freuen uns auf Dich!Sende uns Deine aussagekräftige Bewerbung an karriere(at)explicatis.com. Deine Ansprechpartnerin ist Isabella Schöllgen.Art der Stelle: Vollzeit",,,indeed,,2019-09-24 12:27:45
Java/JEE-Entwickler (m/w/d) in Berlin,IVU Traffic Technologies AG,Berlin,Germany,,"Wir suchen Java/JEE-Entwickler (m/w/d) die im Team sowohl individuelle Kundenlösungen realisieren als auch unsere Produkte zur Standortplanung (IVU.locate) oder zur Wahlorganisation (IVU.elect) weiterentwickeln die komplexe Anforderungen mit Hilfe modularer Architektur in robuste und hochwertige Software umsetzen die mitdenken, mit ihren Lösungen überzeugen und Verantwortung übernehmen Als Java-Entwickler (m/w/d) arbeiten Sie mit Java 8, JEE, JSF, Hibernate, Maven, JavaScript, CSS3 und SQL– was Sie noch nicht kennen, lernen Sie bei uns gestalten Sie unsere Produkte von der Anforderung über die Implementierung bis hin zur Auslieferung mit konzipieren und entwickeln Sie neue Features in kurzen Zyklen als Teil eines agil arbeitenden Teams hinterfragen Sie eingesetzte Technologien, Methoden und Entwicklungsprozesse und tragen so zur Verbesserung der Software und der Arbeitsweise des Teams bei Wir freuen uns auf Kollegen (m/w/d) die mit informatischen Tiefgang und einem klaren Ziel vor Augen zuerst das Problem verstehen, bevor sie mit der Implementierung beginnen die den Gestaltungsspielraum eines international tätigen Mittelständlers und die Zusammenarbeit in einem offenen und lebendigen Team schätzen Interessiert?",,https://www.indeed.com/rc/clk?jk=1f6d368104c3ab5a&from=vj&pos=top&spon=1&adid=303697978&sjdu=6g38TWau287mb0L9pTQqu4wXCvymQ3ajw6z8PLmUgssw-sT7mpze0CLTZsDh9JnbodaipwmeaxYDuqYAgWkcODLWQw9RacKEMB9IHbSvqPWe8whTpJIv6xa6OZ-0frYV,indeed,,2019-09-24 12:27:48
"Softwareentwickler/-in Mobile Apps / Java, Android",YellowFox GmbH,Kesselsdorf,Germany,,"YellowFox Telematiksysteme gehören zu den innovativsten Lösungen im Bereich Telematik und Fuhrparkmanagement. Neben praxistauglichen Ideen zeichnet sich YellowFox insbesondere durch seine Kompetenz und exzellenten Service aus.Als einer der deutschen Marktführer im Bereich Fahrzeugortung, Telematik und Fuhrparkmanagement bieten wir ein spannendes und dynamisches Arbeitsumfeld. Unterstützen Sie uns dabei der Konkurrenz auch weiterhin einen Schritt voraus zu sein.Durch ein angenehmes Firmenumfeld sorgen wir außerdem dafür, dass sich jeder in unserem Fuchsbau und als Teil der Familie wohl fühlt. Regelmäßige Team-Events wie Sommerfest, Weihnachtsfeier und Wandertag, Jobticket, Fortbildungen und jede Woche frisches Obst sind dabei erst der Anfang. Seit letztem Jahr bieten wir unseren Mitarbeitern außerdem in regelmäßigen Abstanden betriebliche Massagen, um sich nach der Arbeit zu entspannen. **Dass unsere Fuchsfamilie seit unserer Gründung 2003 beständig wächst, hat einen Grund. Sie möchten Teil der YellowFox-Erfolgsgeschichte werden? Bewerben Sie sich jetzt. Ihre AufgabenProgrammierung von Apps für Android-HardwareAbstimmung von Anforderungen und Konzepten mit internen PartnernIntegration der Apps in unseren internen WorkflowUnsere Anforderungenmehrjährige Berufserfahrung als Softwareentwicklerumfangreiche Kenntnisse in der Programmierung von mobilen Apps (Android native,Ionic CordovaKenntnisse in HTML/CSS/PHP, SQL (PostgreSQL, MSSQL) und JavaScript von Vorteilsystematisches und lösungsorientiertes HandelnEigenverantwortliches und selbständiges ArbeitenTeamgeist, Engagement, EhrgeizWir bietensicherer Arbeitsplatz in einem etablierten, aufstrebenden Unternehmenunbefristete Vollzeit-Stelle (40 Stunden/Woche)flexibles Gleitzeit-Arbeitsmodellmoderner PC-Arbeitsplatzattraktive Vergütunghochmotiviertes, junges TeamFinden Sie sich in der ausgeschriebenen Stelle wieder? Dann bewerben Sie sich jetzt bei uns!Schicken Sie Ihre aussagekräftige Bewerbung per Email (max. 5 MB)oder per Post anYellowFox GmbHPersonalmanagementAm Wüsteberg 301723 Wilsdruff OT KesselsdorfArt der Stelle: Vollzeit",,,indeed,,2019-09-24 12:27:53
Java Entwickler,Das Büro am Draht GmbH,Berlin-Kreuzberg,Germany,,"Wir sind das Bü*ro am Draht. Mit 100 Kolleginnen und Kollegen entwickeln wir seit 1995 moderne und individuelle Web-Applikationen f*ür Kunden wie die Audi AG und weitere Konzernmarken der Volkswagen AG. Von der Konzeption über die Umsetzung und den Betrieb bis zum internationalen Rollout beraten und begleiten wir unsere Kunden über viele Projekte und Jahre hinweg. Dabei entwickeln wir nicht nur mit Leidenschaft, sondern auch mit der neuesten Technologie.Java Backend Entwickler (m/w/d)AUFGABENGEBIETEKonzeption und Analyse von Software- und Systemarchitekturen im Kontext der Datenkonsolidierung und -analyseEntwurf und Implementierung von WebServices in einem agilen ArbeitsumfeldAnforderungsanalyse und Konzeption von technischen LösungenTestautomatisierung mit JUnit und Spring Test-FrameworkANFORDERUNGENAbgeschlossenes IT Studium/Ausbildung oder vergleichbare ErfahrungenPraxiserfahrung bei der Implementierung von Softwarelösungen in Java (ab Version 8)Gute Kenntnisse im Umgang mit Springboot (ab Version 1.5) / Spring (ab Version 4.x), REST, JUnitErfahrung mit Maven und GitCI VerständnisLeidenschaft für Clean CodeAusgeprägtes abstraktes DenkvermögenEIN PLUS SINDKenntnisse in Docker (Kubernetes)Erfahrung mit Elasticsearch StackFreude an Analyse und StatistikUNSER ANGEBOT eigenverantwortliches Arbeitenein freundliches und entspanntes Arbeitsumfeld in einemetablierten Unternehmen mit hohem Anspruch an KollegialitätFort- und Weiterbildung in Form von Konferenzen,internen Tech-Talks und andere interdisziplinäre Austauschformate(Workshops, Offsites)ein attraktives Gehalt und flexible Arbeitszeitenviele weitere Benefits, wie kostenlose Getränke, gemeinsames Frühstückam Montag, frisch gekochtes Essen dreimal in der Woche,betriebliche Altersvorsorge und regelmäßige FirmeneventsArt der Stelle: VollzeitBerufserfahrung:Informatik: 3 Jahre (Bevorzugt)Java: 3 Jahre (Bevorzugt)Software Entwicklung: 3 Jahre (Bevorzugt)",,,indeed,,2019-09-24 12:27:56
Softwareentwickler (m/w/d) Java,Gauselmann Group,Lübbecke,Germany,,"Softwareentwickler (m/w/d) Java an unserem Standort in Lübbecke Ihre Aufgaben: Als Softwareentwickler (m/w/d) Java sind Sie in unserem Team der Experte für die Entwicklung von Web- und Desktop-Anwendungen. Zudem gehören das Designen und die Planung neuer Produktanforderungen sowie die Erstellung grafischer Benutzeroberflächen und Mockups zu Ihren Tätigkeiten. Abgerundet wird Ihr vielfältiges Aufgabengebiet mit der Weiterentwicklung und Pflege bestehender Server- und Webanwendungen. Ihre Qualifikationen: Erfolgreich abgeschlossenes Studium im Bereich der Informatik oder eine vergleichbare Ausbildung Sehr gute Java Kenntnisse sowie Erfahrungen in den Bereichen Netzwerke, Datenbanken und Webtechnologien Gute Kenntnisse im Bereich relationaler Datenbanken (PostgreSQL) Kenntnisse in ZKOSS Framework, Spring Framework, JPA, Webserver TomCat und Application Server GlassFish, EJB, Maven, Unit Tests, REST WebService Kenntnisse HTML, CSS, JavaScript Flexibilität, Engagement, Zuverlässigkeit und Teamfähigkeit Das erwartet Sie bei uns: Familiengeführte Unternehmensgruppe mit einem lebhaften und internationalen Unternehmensumfeld Offene und freundliche Unternehmenskultur und Kommunikation auf Augenhöhe Vielfältige Karrieremöglichkeiten innerhalb der kompletten Unternehmensgruppe Das Unternehmen Wir sind die Ideenschmiede unserer Gruppe! Das Ergebnis - innovative Unterhaltungsspielgeräte - entwickeln, produzieren und vertreiben wir. Wir sind das Team, in das Sie sich einbringen können und sollen. Wir wachsen stetig und bewegen uns in einem lebhaften Umfeld. Wir denken und kommunizieren offen. Wir sind alles, außer gewöhnlich – und das seit über 60 Jahren!  Vielen Millionen Menschen bietet unsere Unternehmensgruppe beste Unterhaltung. Weltweit. Innovation, Internationalität und Spitzentechnologie – dafür stehen die aktuell über 13 000 engagierten Menschen unter der Merkur Sonne. Gestalten Sie jeden Tag mit und werden auch Sie ein „Spielemacher“! Sie haben Fragen? Wir sind für Sie da!  Telefon: +49 5772 49345 WhatsApp: +49 151 16219977  adp Gauselmann GmbH Ilka-Diana Kaufmann Interesse? Dann freuen wir uns auf Ihre Bewerbung! Bitte geben Sie auch Ihren möglichen Eintrittstermin und Ihre Gehaltsvorstellung an. Bewerben Sie wünschen weitere Infos? www.adp-gauselmann.de Xing",,https://www.indeed.com/rc/clk?jk=0228ec68f35d4f04&from=vj&pos=top&spon=1&adid=309723676&sjdu=Zsl4IHK8Jt3HI_0dQuFDmZVBIvptbt2jMOIfPn_VhBCPoa-yZ2lBr-NIgFvq1-Ma0UgMorJ4cpTHf_Ceuc16UgOV3MNoNbAzVvwEwnbe_jRpN_9Ss3RcnrNyJt-EzMvzruXC_8EMNIlInF3v6k0flBZIhpEN39M_r4VJke4A5CIIx5YTF9AMSGcm9gRv9I8e-hlgt1BEyrOP3vWZokakEQ,indeed,,2019-09-24 12:27:59
Software Engineer - Java (m/f/d),WeQ Global,Berlin,Germany,,"Interested in building a new product from scratch? Join our lab of deep divers. -------------------------------------------------------------------------------  As part of the WeQ group, you will join one of our new ventures in the early growing phase and have a big impact on technical decisions and product development.You will scrape the biggest online marketplaces like Amazon, Ebay, Alibaba, analyze their products and apply sophisticated algorithms to help our customers protect their brand and products.  For you, software engineering best practices (including requirements analysis, system design, modularity, version control, testing, documentation, etc.) are essential for productivity, collaboration, quality and maintainability. Join our lab of deep divers – a small multidisciplinary agile team of accomplished engineers with a focus on smart algorithms, scalable infrastructure and process automation. Help us build amazing products with cutting-edge technology!  Our technology stack --------------------  Java, PostgreSQL, Redis, Docker, AWS, CI/CD, Scalyr, Datadog and more to come  What we expect from you in this role ------------------------------------   From design to operation, you develop microservices and balance the crawling workers Implement algorithms, features and APIs using Java and GraphQL Work in an agile environment and contribute your ideas to continuously improve our products, processes, and tools Team up with talented developers, learn as much as you can, apply your expertise to build great products - and have fun while doing so!  What you should have accomplished so far ----------------------------------------   3+ years of working experience as a Java developer The self-conception of shipping your own code Good knowledge of crawling, relational databases, queues, and in-memory storage A strong sense of ownership and experience of working in a fast-paced company developing its own product  Perks awaiting you ------------------   Join an international and thriving team of innovation-drivers spanning all continents and grow alongside the brightest minds in the industry. Our cool office is in hip Berlin neighborhood with access to lots of amenities and top-notch workstations with the latest hardware, software, and OS of your choice. We ensure that your move to Berlin goes as smoothly as possible by offering relocation and visa support (if applicable) to settle comfortably into your new city. We offer comprehensive health insurance at home or during your business travel, keep you hydrated and nourished with a selection of drinks and snacks. We support your growth with intensive on-boarding, quarterly reviews, hands-on mentoring from your manager and internal knowledge-sharing initiatives. Enjoy 24/7 access to e-learning tools to improve your business, creative and tech skills. We're all about community and collaboration! Mingle with your peers at our breakfasts, lunches, summer BBQs. Enjoy a gift and flexible vacation time on us to celebrate special occasions (work anniversaries, birthdays etc.). Help build the team with our employee referral scheme.  Sentryc is an enterprise with tech expertise based in Berlin and with representation all over Germany. We offer innovative, digital and agile solutions to prevent the misuse of your brand assets on the web and we can count many renowned German businesses to our satisfied clients. ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------",,https://www.indeed.com/rc/clk?jk=cefb38f95d0c0af5&from=vj&pos=top,indeed,vor 17 Stunden,2019-09-24 12:28:02
